-3.701051110710329883e+00,-6.099999999999999645e+00,-6.099999999999999645e+00,-3.701051110710329883e+00,-6.099999999999999645e+00,-6.099999999999999645e+00,-3.701051110710329883e+00,-6.099999999999999645e+00,-6.099999999999993427e+00,-3.701051110710329883e+00,-6.099999999999999645e+00,-6.099999999999999645e+00
-6.099999999999994316e+00,-2.999920411637324591e+00,-6.099999999999999645e+00,-6.099999999999994316e+00,-2.999920411637324591e+00,-6.099999999999999645e+00,-6.099999999999994316e+00,-2.999920411637324591e+00,-6.099999999999997868e+00,-6.099999999999994316e+00,-2.999920411637324591e+00,-6.099999999999999645e+00
0.000000000000000000e+00,-1.416808186152006543e+00,-4.201099993205252403e+00,0.000000000000000000e+00,-1.416808186152006543e+00,-4.198882883223708617e+00,0.000000000000000000e+00,-1.416808186152006543e+00,-4.201001700568262720e+00,0.000000000000000000e+00,-1.416808186152006543e+00,-4.198784195392642360e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.128329300121091894e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.087549493674558221e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.126717455755388730e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.085927105231790257e-01
0.000000000000000000e+00,0.000000000000000000e+00,1.262845524049281964e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.260308792958322766e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.262484811306522348e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.260421575424727436e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.111891927416173598e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.110468036731928176e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.111922625462534509e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.110264599031751676e+00
0.000000000000000000e+00,0.000000000000000000e+00,5.532603203663806202e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.528695299496093618e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.533543845681053730e-01,0.000000000000000000e+00,0.000000000000000000e+00,5.527019161678816683e-01
0.000000000000000000e+00,0.000000000000000000e+00,3.113790808945537392e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.114586752494946653e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.114707237427019604e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.114259613807786597e-01
0.000000000000000000e+00,0.000000000000000000e+00,-1.984403873862854856e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.944720118703168604e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.977867255276953909e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.942508641054252125e-02
0.000000000000000000e+00,0.000000000000000000e+00,-4.683887858317965086e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.631443294436035640e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.682471687826094547e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.627568671503298064e-02
0.000000000000000000e+00,0.000000000000000000e+00,-4.589890670817119156e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.543007425018970313e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.595040377706427481e-02,0.000000000000000000e+00,0.000000000000000000e+00,-4.543067932166044987e-02
0.000000000000000000e+00,0.000000000000000000e+00,-3.682818868622801667e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.640355904194775283e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.684446058637379229e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.637945757394149549e-02
0.000000000000000000e+00,0.000000000000000000e+00,-2.597950335078388559e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.569443167233666572e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.595251847323196137e-02,0.000000000000000000e+00,0.000000000000000000e+00,-2.564663788682184503e-02
0.000000000000000000e+00,0.000000000000000000e+00,-1.606347021276135004e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.590424415380168807e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.607833087376271328e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.584325208654378120e-02
0.000000000000000000e+00,0.000000000000000000e+00,-8.115237997342938242e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.034344125577108295e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.078317636233654092e-03,0.000000000000000000e+00,0.000000000000000000e+00,-8.011683754878311248e-03
